Original first level,Original second level,Original third level,NLP Type,NLP first level,NLP second level,NLP third level,NLP fourth level,mapped_nlp
food security,stability,,Sector,Food security,,,,['first_level_tags->sectors->Food security']
necesidades básicas,seguridad alimentaria,,Sector,Food security,,,,['first_level_tags->sectors->Food security']
sector needs,food security,,Sector,Food security,,,,['first_level_tags->sectors->Food security']
segal,seguridad alimentaria,,Sector,Food security,,,,['first_level_tags->sectors->Food security']
seguridad alimentaria,,,Sector,Food security,,,,['first_level_tags->sectors->Food security']
type of crisis,food insecurity,,Sector,Food security,,,,['first_level_tags->sectors->Food security']
violations of social and economic rights,access to adequate food,,Sector,Food security,,,,['first_level_tags->sectors->Food security']
community health workers,,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
health care workers,,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
volunteers,,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
beneficiary,health personnel,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
essential health services (survival),,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
health,chronic care,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
health,essential trauma care,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
health,general clinical services,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
health,health care,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
health,health care services,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
health,health system,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
health,infection prevention and control,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
health,surveillance system of attacks on healthcare (ssa),,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
impact,public health / health systems,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
institutional environment,health system,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
public health,attack on healthcare workers,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
public health,lack of access to healthcare,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
response,laboratory,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
sal,cuidado de la salud,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
salud,acceso a la salud,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
salud,acceso a salud,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
salud,atención al parto y al recién nacido,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
salud,cómo reducir las oportunidades perdidas en vacunación,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
salud,consulta prenatal,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
salud,partería indígena,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
salud,responsabilidades del personal de salud en las causas más frecuentes de mortalidad materna y neonatal,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
salud,sensibilización del personal de salud en aps de cpn y atención perinatal al rn y la mujer en puerperio,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
salud,trabajadores de la salud,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
salud,uso de la historia clínica perinatal del c.l.a.p.,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
salud,vacunación y cadena de frío,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
social protection systems & access to services,social security,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
target audience,health personnel,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
violations of social and economic rights,access to health services,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
access to services (basic needs),health,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
basic services,health,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
clúster,salud,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
distribution,personal protective equipment,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
support to service delivery,vaccination program,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
wash,wash en establecimientos de salud,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
availability,facilities,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
availability,health workers,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
availability,medical supply,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
effectiveness,diagnostic accuracy,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
effectiveness,health worker's compliance,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
effectiveness,referral system,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
effectiveness,treatment adherence,,Sector,Health,Health care system,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health care system']"
salud,salud mental,,Sector,Health,Health status,Mental health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
estrés psicosocial y trastornos mentales,,,Sector,Health,Health status,Mental health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,salud sexual y reproductiva,,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
health,reproductive health,,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
sal,estado de salud,,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,complicaciones maternas en embarazos de adolescentes,,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,embarazo en adolescentes,,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,"indicadores de salud materna, neonatal y pediátrica",,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,"indicadores de salud materna, neonatal y pediátrica en comunidades indígenas, por etnia y ubicación geográfica",,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,mortalidad materna,,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,mortalidad neonatal  precoz,,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,mortalidad neonatal tardía,,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,mortalidad neonatal y materna,,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,mortalidad porstneonatal y temprana,,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,mortalidad postneonatal y temprana,,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,"prevención de vih, its y embarazo en la adolescencia",,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
salud,riesgos perinatal del embarazo en adolescentes,,Sector,Health,Health status,Sexual and reproductive health,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
climate variability & change,climate change and vector-borne diseases,,Sector,Health,Health status,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
environmental health,communicable  diseases,,Sector,Health,Health status,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
environmental health,dengue,,Sector,Health,Health status,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
epidemiology,cases,,Sector,Health,Health status,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
epidemiology,transmission and vectors,,Sector,Health,Health status,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
epidemiology,virus and variant,,Sector,Health,Health status,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
health,child health,,Sector,Health,Health status,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
health,communicable and non-communicable diseases,,Sector,Health,Health status,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
health,health status,,Sector,Health,Health status,,,"['first_level_tags->sectors->Health', 'subsectors->Health->Health status']"
